qtr,ticker,EP_RATIO,qtr_ret,SPX_qtr_rets,mkt_cap,f_score,median_mkt_cap,size,EP_ratio_size,f_score_size,beats_market
2007_1,A,0.05722329674857228,0.003919141914191515,0.030683335187451144,9769.315789473685,5,10405.55859090909,0,0.0,0,0
2007_1,AAP,0.0,0.006275740341243452,0.030683335187451144,4041.4072631578947,2,10405.55859090909,0,0.0,0,0
2007_1,ABC,0.04800652888792876,0.1230342275670675,0.030683335187451144,9497.865,5,10405.55859090909,0,0.0,0,1
2007_1,ABMD,0.0,0.025374503210027433,0.030683335187451144,383.2785,4,10405.55859090909,0,0.0,0,0
2007_1,ABT,0.08617866560954171,0.008092246266016012,0.030683335187451144,37920.6824,3,10405.55859090909,1,0.08617866560954171,3,0
2007_1,ACN,0.04033884630899556,0.10850481877676099,0.030683335187451144,32260.88,7,10405.55859090909,1,0.04033884630899556,7,1
2007_1,ADBE,0.027250852270404757,-0.0976965200733757,0.030683335187451144,23697.042,4,10405.55859090909,1,0.027250852270404757,4,0
2007_1,ADM,0.07593764001002377,0.04191170728483984,0.030683335187451144,22689.67227272727,4,10405.55859090909,1,0.07593764001002377,4,1
2007_1,ADP,0.0,-0.11637926303195278,0.030683335187451144,22135.952454545455,5,10405.55859090909,1,0.0,5,0
2007_1,AEE,0.05064958087471826,0.16779690488610677,0.030683335187451144,10963.6072,4,10405.55859090909,1,0.05064958087471826,4,1
2007_1,AEP,0.0,-0.010167576727546535,0.030683335187451144,16953.805,6,10405.55859090909,1,0.0,6,0
2007_1,AES,0.045695067674395226,0.02134046819623192,0.030683335187451144,13977.826363636364,3,10405.55859090909,1,0.045695067674395226,3,0
2007_1,AIZ,0.08402302230811241,0.6280860100876027,0.030683335187451144,6820.390526315789,5,10405.55859090909,0,0.0,0,1
2007_1,AKAM,0.012637943149476536,-0.05799691145265706,0.030683335187451144,9663.25095,3,10405.55859090909,0,0.0,0,0
2007_1,ALK,0.0751455945895172,-0.03195131228604031,0.030683335187451144,1565.5956818181817,4,10405.55859090909,0,0.0,0,0
2007_1,ALL,0.12749410339771786,0.03590425531914909,0.030683335187451144,37300.20909090909,4,10405.55859090909,1,0.12749410339771786,4,1
2007_1,AMAT,0.06737727229850828,-0.30921820303383896,0.030683335187451144,26008.225772727274,6,10405.55859090909,1,0.06737727229850828,6,0
2007_1,AMD,0.0,-0.01109082835857711,0.030683335187451144,7568.129090909091,1,10405.55859090909,0,0.0,0,0
2007_1,AMGN,0.053431933060474265,0.06343611575518371,0.030683335187451144,70217.145,6,10405.55859090909,1,0.053431933060474265,6,1
2007_1,AMT,0.0021394676148787134,0.21828170916458278,0.030683335187451144,17512.831578947367,4,10405.55859090909,1,0.0021394676148787134,4,1
2007_1,AMZN,0.01194584708598979,-0.04492753623188417,0.030683335187451144,16624.48210526316,3,10405.55859090909,1,0.01194584708598979,3,0
2007_1,ANTM,0.061112367309772486,-0.21917408527494997,0.030683335187451144,48500.0175,6,10405.55859090909,1,0.061112367309772486,6,0
2007_1,AON,0.06023406959444401,-0.0499081445192896,0.030683335187451144,11823.1176,6,10405.55859090909,1,0.06023406959444401,6,0
2007_1,AOS,0.06701424722896088,-0.04633233164195283,0.030683335187451144,1151.619,4,10405.55859090909,0,0.0,0,0
2007_1,APD,0.053315135100552344,-0.20258793985390267,0.030683335187451144,15328.083272727272,6,10405.55859090909,1,0.053315135100552344,6,0
2007_1,ARE,0.020025833324989237,0.008199999999999985,0.030683335187451144,3232.8244736842103,3,10405.55859090909,0,0.0,0,0
2007_1,ATO,0.06709338056707326,0.016112266112266127,0.030683335187451144,2794.490681818182,5,10405.55859090909,0,0.0,0,0
2007_1,ATVI,0.0,-0.03545113655888976,0.030683335187451144,5389.5168,0,10405.55859090909,0,0.0,0,0
2007_1,AVB,0.013952547386339062,-0.023163528977482528,0.030683335187451144,10405.55859090909,3,10405.55859090909,1,0.013952547386339062,3,0
2007_1,AXP,0.04963936997711625,0.008520332015396148,0.030683335187451144,71946.72,5,10405.55859090909,1,0.04963936997711625,5,0
2007_1,AZO,0.0625645196609003,-0.15574516761602397,0.030683335187451144,8764.5776,4,10405.55859090909,0,0.0,0,0
2007_1,BA,0.045332765162676626,0.04818853323953576,0.030683335187451144,68813.955,6,10405.55859090909,1,0.045332765162676626,6,1
2007_1,BAC,0.08976821845993645,0.12133299022130717,0.030683335187451144,239848.85736842104,4,10405.55859090909,1,0.08976821845993645,4,1
2007_1,BAX,0.08265965712774224,0.07221772162984696,0.030683335187451144,17166.6205,7,10405.55859090909,1,0.08265965712774224,7,1
2007_1,BBWI,0.08281436332317477,0.03311723001421574,0.030683335187451144,11308.47795,4,10405.55859090909,1,0.08281436332317477,4,1
2007_1,BBY,0.05039687539372559,0.10117483765429047,0.030683335187451144,24552.271,6,10405.55859090909,1,0.05039687539372559,6,1
2007_1,BDX,0.04694571197866786,0.011175681716584673,0.030683335187451144,18622.86655,4,10405.55859090909,1,0.04694571197866786,4,0
2007_1,BEN,0.04953413149330547,-0.04594526738639215,0.030683335187451144,30153.74090909091,5,10405.55859090909,1,0.04953413149330547,5,0
2007_1,BK,0.051986940880450826,0.07834488552825047,0.030683335187451144,30446.45515,5,10405.55859090909,1,0.051986940880450826,5,1
2007_1,BKNG,0.03941818755173637,-0.0077147000490499495,0.030683335187451144,1959.712909090909,4,10405.55859090909,0,0.0,0,0
2007_1,BKR,0.0,0.15607923497267762,0.030683335187451144,21814.3899,0,10405.55859090909,1,0.0,0,1
2007_1,BLK,0.030281374532152763,-0.022708013032687435,0.030683335187451144,22024.06845,2,10405.55859090909,1,0.030281374532152763,2,0
2007_1,BLL,0.06217629466589568,0.2417612479109701,0.030683335187451144,4745.2181,6,10405.55859090909,0,0.0,0,1
2007_1,BR,0.0,-0.047250859106529264,0.030683335187451144,2790.8714682285713,0,10405.55859090909,0,0.0,0,0
2007_1,BRK-B,0.0,-0.023321956769055574,0.030683335187451144,167068.01778551526,5,10405.55859090909,1,0.0,5,0
2007_1,BRO,0.04378532928756891,-0.167551432029044,0.030683335187451144,4029.9327368421054,5,10405.55859090909,0,0.0,0,0
2007_1,BSX,0.05311661753379545,0.029363364196918873,0.030683335187451144,25755.49147368421,1,10405.55859090909,1,0.05311661753379545,1,0
2007_1,BWA,0.0,-0.16314363143631438,0.030683335187451144,4337.1399473684205,6,10405.55859090909,0,0.0,0,0
2007_1,BXP,0.0,0.08059118795315112,0.030683335187451144,14172.144545454546,4,10405.55859090909,1,0.0,4,1
2007_1,C,0.07654623392529088,-0.007136909718091999,0.030683335187451144,271235.265,3,10405.55859090909,1,0.07654623392529088,3,0
2007_1,CAG,0.05488293470028429,-0.03672580632482525,0.030683335187451144,9715.742181818183,7,10405.55859090909,0,0.0,0,0
2007_1,CAH,0.06185324698620054,-0.22108820255280515,0.030683335187451144,27243.3385,7,10405.55859090909,1,0.06185324698620054,7,0
2007_1,CAT,0.08209776201500747,-0.039307898810573505,0.030683335187451144,40488.1,6,10405.55859090909,1,0.08209776201500747,6,0
2007_1,CB,0.1254752374618869,0.22675674917213895,0.030683335187451144,18323.916,4,10405.55859090909,1,0.1254752374618869,4,1
2007_1,CCI,0.0,-0.054355255927410195,0.030683335187451144,8266.244789473685,0,10405.55859090909,0,0.0,0,0
2007_1,CCL,0.05411167567626067,0.039483971853010225,0.030683335187451144,42521.5955,6,10405.55859090909,1,0.05411167567626067,6,1
2007_1,CDNS,0.04757147614290471,0.27052238805970164,0.030683335187451144,6009.191272727273,7,10405.55859090909,0,0.0,0,1
2007_1,CE,0.09066676337788093,-0.13271333307062128,0.030683335187451144,4394.52375,7,10405.55859090909,0,0.0,0,0
2007_1,CERN,0.03138219750699823,0.04647099930118781,0.030683335187451144,4462.498909090909,6,10405.55859090909,0,0.0,0,1
2007_1,CF,0.0373770295727058,-0.04810290117513438,0.030683335187451144,1951.3394736842106,5,10405.55859090909,0,0.0,0,0
2007_1,CHRW,0.028652227853976787,-0.03837322601143822,0.030683335187451144,7681.9884,5,10405.55859090909,0,0.0,0,0
2007_1,CINF,0.06303103648236391,-0.023488601514079166,0.030683335187451144,7452.434181818182,3,10405.55859090909,0,0.0,0,0
2007_1,CL,0.04275258225596826,0.04401349072512639,0.030683335187451144,37153.368631578945,6,10405.55859090909,1,0.04275258225596826,6,1
2007_1,CMA,0.07841476706893441,0.042153305987293166,0.030683335187451144,9460.255954545453,5,10405.55859090909,0,0.0,0,1
2007_1,CMCSA,0.02005865149697716,-0.02917130069171303,0.030683335187451144,82050.93909090909,5,10405.55859090909,1,0.02005865149697716,5,0
2007_1,CME,0.0,0.048915899688717124,0.030683335187451144,19210.18868181818,5,10405.55859090909,1,0.0,5,1
2007_1,CMG,0.02296068900435564,0.036003600360035914,0.030683335187451144,1911.558,4,10405.55859090909,0,0.0,0,1
2007_1,CMS,0.027561420625864738,-0.2707195190681946,0.030683335187451144,3621.2304,3,10405.55859090909,0,0.0,0,0
2007_1,CNC,0.007223116283504425,-0.053872801966101,0.030683335187451144,1011.0272727272727,4,10405.55859090909,0,0.0,0,0
2007_1,CNP,0.06257234927885368,0.03944578028302259,0.030683335187451144,5691.985,5,10405.55859090909,0,0.0,0,1
2007_1,COO,0.022222222222222223,0.0420817588457576,0.030683335187451144,2170.1925,3,10405.55859090909,0,0.0,0,1
2007_1,COP,0.20167796063246207,-0.041656633758728745,0.030683335187451144,85603.01,5,10405.55859090909,1,0.20167796063246207,5,0
2007_1,COST,0.042363905952128786,0.005641218503196654,0.030683335187451144,25640.817,4,10405.55859090909,1,0.042363905952128786,4,0
2007_1,CPB,0.04677749815228882,0.03691671588895451,0.030683335187451144,15059.5725,4,10405.55859090909,1,0.04677749815228882,4,1
2007_1,CPRT,0.04579446528092614,0.05078924463054868,0.030683335187451144,2636.435090909091,5,10405.55859090909,0,0.0,0,1
2007_1,CRL,0.049111089283960324,0.1587017124651533,0.030683335187451144,3042.921818181818,7,10405.55859090909,0,0.0,0,1
2007_1,CRM,0.0011641443538998836,-0.05968281299199252,0.030683335187451144,5183.435227272727,4,10405.55859090909,0,0.0,0,0
2007_1,CSCO,0.04076374961274438,0.009317848599428968,0.030683335187451144,171697.9452631579,5,10405.55859090909,1,0.04076374961274438,5,0
2007_1,CSX,0.0,0.0662733115583185,0.030683335187451144,18006.37778947368,6,10405.55859090909,1,0.0,6,1
2007_1,CTXS,0.04413160043248968,0.008319253359079681,0.030683335187451144,4669.259454545455,3,10405.55859090909,0,0.0,0,0
