qtr,ticker,mkt_cap
2007_1,GIS,20360524545.454544
2007_1,GL,6422661600.0
2007_1,GLW,35093090909.09091
2007_1,GOOG,145933731048.3158
2007_1,GOOGL,146987854736.8421
2007_1,GPC,8375358409.090909
2007_1,GPN,3248491750.0
2007_1,GPS,14559755909.09091
2007_1,GRMN,11747470500.0
2007_1,GS,100771254736.8421
2007_1,GWW,6864378736.842105
2007_1,HAL,32416045909.090908
2007_1,HAS,5177872227.272727
2007_1,HBAN,5357803636.363636
2007_1,HBI,2747930000.0
2007_1,HD,75498347272.72728
2007_1,HES,16939615454.545454
2007_1,HIG,30745829227.272728
2007_1,HOLX,3089194090.909091
2007_1,HON,35803831818.181816
2007_1,HPQ,53866031000.0
2007_1,HRL,5144978272.727273
2007_1,HSIC,3705288947.368421
2007_1,HST,13628881818.181818
2007_1,HSY,12628404409.09091
2007_1,HUM,9992201818.181818
2007_1,IBM,150917718000.0
2007_1,ICE,9909535263.157894
2007_1,IDXX,2802022363.6363635
2007_1,IEX,2722392545.4545455
2007_1,IFF,4251974772.7272725
2007_1,ILMN,2015112000.0
2007_1,INCY,594860421.0526316
2007_1,INTC,112724730000.0
2007_1,INTU,10064844318.181818
2007_1,IP,15092865600.0
2007_1,IPG,5661444909.090909
2007_1,IPGP,914238545.4545455
2007_1,IR,10750250090.90909
2007_1,IRM,5723391736.842105
2007_1,ISRG,4381998545.454545
2007_1,IT,2422237350.0
2007_1,ITW,28831486318.18182
2007_1,IVZ,10168530157.894737
2007_1,J,5545720090.909091
2007_1,JBHT,3870431684.2105265
2007_1,JCI,28690270909.090908
2007_1,JKHY,2140734272.7272727
2007_1,JNJ,178527478181.81818
2007_1,JNPR,11314379545.454546
2007_1,JPM,171600090909.0909
2007_1,K,19797160210.526318
2007_1,KEY,15828380578.947369
2007_1,KIM,13355379052.631578
2007_1,KLAC,10160517500.0
2007_1,KMB,29915240727.272728
2007_1,KMX,6144104105.263158
2007_1,KO,113046890000.0
2007_1,KR,17230070000.0
2007_1,KSU,3083745000.0
2007_1,L,24411337500.0
2007_1,LDOS,4672972500.0
2007_1,LEG,4283884000.0
2007_1,LEN,7181196590.909091
2007_1,LH,8826188954.545454
2007_1,LHX,6822728526.315789
2007_1,LIN,20232782181.81818
2007_1,LKQ,1183607250.0
2007_1,LLY,57469931590.90909
2007_1,LMT,41422945000.0
2007_1,LNC,18850242272.727272
2007_1,LNT,4707199736.842105
2007_1,LOW,49096265000.0
2007_1,LRCX,6481574842.105263
2007_1,LUV,12714100500.0
2007_1,LVS,30998505000.0
2007_1,LYV,1458768059.9286363
2007_1,MA,14694686631.578947
2007_1,MAA,1455760000.0
2007_1,MAR,18540249750.0
2007_1,MAS,9586598181.818182
2007_1,MCD,54541542650.0
2007_1,MCHP,8066332954.545455
2007_1,MCK,17086802105.263159
2007_1,MCO,20188410550.0
2007_1,MDLZ,51466329090.90909
2007_1,MDT,61594641000.0
2007_1,MET,42159033500.0
2007_1,MGM,20950349473.68421
2007_1,MHK,5328859050.0
2007_1,MKC,5251104736.842105
2007_1,MKTX,479720210.5263158
2007_1,MLM,5702152052.631579
2007_1,MMC,16641363157.894737
2007_1,MMM,58547923200.0
2007_1,MNST,3460517454.5454545
2007_1,MO,185582940000.0
2007_1,MOS,9219786050.0
2007_1,MPWR,401229210.5263158
2007_1,MRK,98377440000.0
2007_1,MRO,18310612500.0
2007_1,MS,86254285263.1579
2007_1,MSFT,273132572727.27274
2007_1,MSI,26781392000.0
2007_1,MTB,13121688000.0
2007_1,MTD,3439210473.6842103
2007_1,MU,8924257590.90909
2007_1,NDAQ,5454992700.0
2007_1,NEE,23615428052.63158
2007_1,NEM,19384841818.18182
2007_1,NFLX,1622430044.8736842
2007_1,NI,2612068421.0526314
2007_1,NKE,27113395909.090908
2007_1,NOC,23791282863.636364
2007_1,NRG,9544743181.818182
2007_1,NSC,19616879454.545456
2007_1,NTAP,15027246789.473684
2007_1,NTRS,13274718545.454546
2007_1,NUE,19136226818.18182
2007_1,NVDA,13217573250.0
2007_1,NVR,4071606500.0
2007_1,NWL,8579783545.454545
2007_1,O,2745573800.0
2007_1,ODFL,663397300.0
2007_1,OKE,4174858800.0
2007_1,OMC,17748261650.0
2007_1,ORCL,91168327727.27272
2007_1,ORLY,3780734800.0
2007_1,OXY,38164452500.0
2007_1,PAYX,15761901210.526316
2007_1,PBCT,6343040000.0
2007_1,PCAR,18051346500.0
2007_1,PEAK,7063012421.052631
2007_1,PEG,16760105250.0
2007_1,PENN,899981315.7894737
2007_1,PEP,105714588636.36363
2007_1,PFE,178862431818.18182
2007_1,PFG,16349808750.0
2007_1,PG,220785524500.0
2007_1,PGR,16386775590.90909
2007_1,PH,9886501909.09091
2007_1,PHM,8201554400.0
2007_1,PKG,2359205200.0
2007_1,PKI,2988646473.6842103
2007_1,PLD,5910929368.421053
2007_1,PNC,22834537526.31579
2007_1,PNR,2156501473.6842103
2007_1,PNW,4844777052.631579
2007_1,POOL,1912035800.0
2007_1,PPG,11444420363.636364
2007_1,PPL,14053481272.727272
2007_1,PRU,42917424545.454544
2007_1,PSA,18135787263.157894
2007_1,PTC,2237573863.6363635
2007_1,PVH,3224430409.090909
2007_1,PWR,2943107157.894737
2007_1,PXD,4931530947.368421
2007_1,QCOM,69046561363.63637
2007_1,RCL,9489241650.0
2007_1,RE,6356545750.0
2007_1,REG,5681894500.0
2007_1,REGN,1294471800.0
2007_1,RF,25977595681.81818
2007_1,RHI,6399390681.818182
2007_1,RJF,3682252800.0
2007_1,RL,9210624000.0
2007_1,RMD,3714720590.909091
2007_1,ROK,10540609772.727272
2007_1,ROL,1579624136.3636363
2007_1,ROP,4839139894.736842
2007_1,ROST,4683910736.842105
2007_1,RSG,5535590400.0
2007_1,RTX,41112174285.45
2007_1,SBAC,2954074772.7272725
2007_1,SBUX,23770499818.18182
2007_1,SCHW,23179884545.454544
2007_1,SEE,6076336000.0
2007_1,SHW,8776557900.0
2007_1,SIVB,1737298000.0
2007_1,SJM,2737319900.0
2007_1,SLB,81798480000.0
2007_1,SNA,2851443400.0
2007_1,SNPS,3888482421.0526314
2007_1,SO,27484347000.0
2007_1,SPG,23153080992.245457
2007_1,SPGI,24479238578.94737
2007_1,SRE,16006080000.0
2007_1,STE,1696296727.2727273
2007_1,STT,21902497363.636364
2007_1,STX,14165612272.727272
2007_1,STZ,4729268363.636364
2007_1,SWK,4676210000.0
2007_1,SWKS,1022809090.9090909
2007_1,SYK,26727243636.363636
2007_1,SYY,22438754000.0
2007_1,T,191661388421.05264
2007_1,TAP,7922286000.0
2007_1,TDG,1609440000.0
2007_1,TDY,1356876526.3157895
2007_1,TECH,2254951052.631579
2007_1,TER,2980655263.1578946
2007_1,TFC,22609309090.909092
2007_1,TFX,2617324090.909091
2007_1,TGT,53947318421.052635
2007_1,TJX,12919495000.0
2007_1,TMO,14330928400.0
2007_1,TPR,16803061750.0
2007_1,TRMB,3141317400.0
2007_1,TROW,13420051700.0
2007_1,TRV,37172037789.47369
2007_1,TSCO,2005579789.4736843
2007_1,TSN,6567015000.0
2007_1,TT,2641131900.0
2007_1,TTWO,1231185900.0
2007_1,TXN,45996968181.818184
2007_1,TXT,12172072250.0
2007_1,TYL,551012454.5454545
2007_1,UAA,1120038473.6842105
2007_1,UAL,5115812105.263158
2007_1,UDR,4181666136.3636365
2007_1,UHS,3063763400.0
2007_1,UNH,74048683500.0
2007_1,UNP,25739062200.0
2007_1,UPS,79175944210.52632
2007_1,URI,3042221272.7272725
2007_1,USB,64473858421.052635
2007_1,VFC,8772838772.727272
2007_1,VIAC,23301468272.727272
2007_1,VLO,28884250000.0
2007_1,VMC,9286505600.0
2007_1,VNO,13754137250.0
2007_1,VRSN,5855344600.0
2007_1,VRTX,4471736850.0
2007_1,VTR,5682266000.0
2007_1,VZ,103549876315.78947
2007_1,WAB,1614144545.4545455
2007_1,WAT,5830723052.631579
2007_1,WBA,46198533000.0
2007_1,WDC,4577743000.0
2007_1,WEC,5729756909.090909
2007_1,WELL,3278808636.3636365
2007_1,WFC,117588036363.63637
2007_1,WHR,7379142684.210526
2007_1,WLTW,6085261954.545455
2007_1,WM,18148960772.727272
2007_1,WMB,13003375200.0
2007_1,WMT,202163151578.94736
2007_1,WRB,6721791650.0
2007_1,WST,1639557368.4210527
2007_1,WU,17150754050.0
2007_1,WY,48902511578.947365
2007_1,WYNN,10535221144.055
2007_1,XEL,10380219368.421053
2007_1,XLNX,8488391363.636364
2007_1,XOM,424605804000.0
2007_1,XRAY,4979660526.315789
2007_1,YUM,11463304545.454546
2007_1,ZBH,19106841500.0
2007_1,ZBRA,2684210210.5263157
2007_1,ZION,9024962000.0
2007_2,A,11057511818.181818
2007_2,AAL,9205916666.666666
2007_2,AAP,4376220727.272727
2007_2,AAPL,108385083333.33333
2007_2,ABC,10405966000.0
2007_2,ABMD,383139550.0
2007_2,ABT,42847383600.0
2007_2,ACN,33362064000.0
2007_2,ADBE,25456348909.090908
2007_2,ADI,12393695380.952381
2007_2,ADM,21949302857.142857
2007_2,ADP,23633331238.095238
2007_2,ADSK,11187527904.761906
2007_2,AEE,10556330300.0
2007_2,AEP,19818729000.0
2007_2,AES,15218453571.428572
2007_2,AFL,26000374285.714287
2007_2,AIG,178815000000.0
2007_2,AIZ,7363616045.454545
2007_2,AJG,2846273000.0
2007_2,AKAM,9407045200.0
2007_2,ALB,4077309772.7272725
2007_2,ALGN,1232292600.0
2007_2,ALK,1163612571.4285715
2007_2,ALL,37313720000.0
2007_2,AMAT,27397450428.57143
2007_2,AMD,7747977142.857142
2007_2,AME,3776571500.0
2007_2,AMGN,64679040000.0
2007_2,AMP,15541286666.666666
2007_2,AMT,17569892454.545456
2007_2,AMZN,27215918181.81818
2007_2,ANSS,2199208714.285714
2007_2,ANTM,50969499000.0
2007_2,AON,12626459000.0
2007_2,AOS,1191237000.0
2007_2,APA,27894801000.0
2007_2,APD,16758857142.857143
2007_2,APH,6432035454.545455
2007_2,ARE,3098448090.909091
2007_2,ATO,2701588190.4761906
2007_2,ATVI,5664811000.0
2007_2,AVB,10125190952.380953
2007_2,AVY,6299647181.818182
2007_2,AXP,70861230000.0
2007_2,AZO,9209045400.0
2007_2,BA,71344917000.0
2007_2,BAC,229372137727.27274
2007_2,BAX,19744628500.0
2007_2,BBWI,10971135000.0
2007_2,BBY,23710284000.0
2007_2,BDX,19966187700.0
2007_2,BEN,33242682000.0
2007_2,BF-B,8005379200.0
2007_2,BIIB,17829655047.61905
2007_2,BIO,1968266181.8181818
2007_2,BK,31223160000.0
2007_2,BKNG,2767812333.3333335
2007_2,BKR,23166088500.0
2007_2,BLK,20536236450.0
2007_2,BLL,5086386750.0
2007_2,BMY,61439003809.52381
2007_2,BR,2717038761.904762
2007_2,BRK-B,168627508522.6759
2007_2,BRO,3652585272.7272725
2007_2,BSX,23634723636.363636
2007_2,BWA,4776530090.909091
2007_2,BXP,12813969000.0
2007_2,C,260838025000.0
2007_2,CAG,9996027142.857143
2007_2,CAH,33583944000.0
2007_2,CAT,46044932500.0
2007_2,CB,20464470904.761906
2007_2,CBRE,8860898809.52381
2007_2,CCI,9815438181.818182
2007_2,CCL,38961342000.0
2007_2,CDNS,6931830000.0
2007_2,CE,5618121600.0
2007_2,CERN,4639037714.285714
2007_2,CF,2339286363.6363635
2007_2,CHD,3603906650.0
2007_2,CHRW,8912291850.0
2007_2,CI,14820868000.0
2007_2,CINF,7747099142.857142
2007_2,CL,36652196181.818184
2007_2,CLX,10336863863.636364
2007_2,CMA,9639401142.857143
2007_2,CMCSA,86290740000.0
2007_2,CME,19141528952.38095
2007_2,CMG,2147244000.0
2007_2,CMI,8990086545.454546
2007_2,CMS,4087228750.0
2007_2,CNC,948018095.2380953
2007_2,CNP,6354260000.0
2007_2,COF,31296569318.18182
2007_2,COO,2228171400.0
2007_2,COP,99118398095.2381
2007_2,COST,24876624000.0
2007_2,CPB,15471360000.0
2007_2,CPRT,2765028904.7619047
2007_2,CRL,3620518571.428571
2007_2,CRM,5413683095.238095
2007_2,CSCO,166317454545.45456
2007_2,CSX,20889335681.81818
2007_2,CTAS,6000735545.454545
2007_2,CTRA,3682848163.6363635
2007_2,CTSH,11684390857.142857
2007_2,CTXS,4973840571.428572
2007_2,CVS,46895359545.454544
2007_2,CVX,166218871000.0
2007_2,D,31553762000.0
2007_2,DAL,5871486500.0
2007_2,DD,48888630000.0
2007_2,DE,27633820476.190475
2007_2,DFS,14294923666.666666
2007_2,DGX,9940524523.809525
2007_2,DHI,6667737142.857142
2007_2,DHR,18317791428.57143
2007_2,DIS,73357888500.0
2007_2,DISCA,2981608200.0
2007_2,DISH,20380432714.285713
2007_2,DLR,2333810000.0
2007_2,DLTR,4311548285.714286
2007_2,DOV,6762122800.0
2007_2,DPZ,2127158500.0
2007_2,DRE,6089219500.0
2007_2,DRI,5847672000.0
2007_2,DTE,8746189500.0
2007_2,DUK,26267665500.0
2007_2,DVA,5904449250.0
2007_2,DVN,32911200000.0
2007_2,DXC,4760595000.0
2007_2,DXCM,230204602.55099997
2007_2,EA,15136962380.952381
2007_2,EBAY,18349840476.190475
2007_2,ECL,10883758409.09091
2007_2,ED,13475143250.0
2007_2,EFX,5924571428.571428
2007_2,EIX,18306985714.285713
2007_2,EL,9666861818.181818
2007_2,EMN,5542761428.571428
2007_2,EMR,38471389666.666664
2007_2,EOG,18451679800.0
2007_2,EQIX,2599552863.6363635
2007_2,EQR,14803645090.90909
2007_2,ES,4974143909.090909
2007_2,ESS,3165184000.0
2007_2,ETN,13874407714.285715
2007_2,ETR,22058245714.285713
2007_2,EVRG,2450795909.090909
2007_2,EW,3129600000.0
2007_2,EXC,51988044545.454544
2007_2,EXPD,9386250142.857143
2007_2,EXPE,7653013000.0
2007_2,EXR,1227475636.3636363
2007_2,F,23746056190.47619
2007_2,FAST,6352776909.090909
2007_2,FCX,16895048000.0
2007_2,FDX,33545548500.0
2007_2,FE,22004729090.909092
2007_2,FFIV,3479955666.6666665
2007_2,FIS,10707242380.952381
2007_2,FISV,9861998619.047619
2007_2,FITB,22782842666.666668
2007_2,FMC,2908516428.571429
2007_2,FRT,4933241227.272727
2007_2,GD,31957828500.0
2007_2,GE,350298259500.0
2007_2,GILD,38503186500.0
2007_2,GIS,21385028571.42857
2007_2,GL,6555221600.0
2007_2,GLW,41287478571.42857
2007_2,GOOG,147742372773.81818
2007_2,GOOGL,149267656363.63635
2007_2,GPC,8553023238.095238
2007_2,GPN,3103688250.0
2007_2,GPS,15473518666.666666
2007_2,GRMN,15025565000.0
2007_2,GS,105088618181.81818
2007_2,GWW,7363796363.636364
2007_2,HAL,33595050476.190475
2007_2,HAS,5181608000.0
2007_2,HBAN,5337097619.047619
2007_2,HBI,2591782857.142857
2007_2,HD,76214364285.71428
2007_2,HES,18812645238.095238
2007_2,HIG,32007787809.52381
2007_2,HOLX,3033852380.952381
2007_2,HON,42437694285.71429
2007_2,HPQ,51251311500.0
2007_2,HRL,5225551571.428572
2007_2,HSIC,3746321454.5454545
2007_2,HST,13136153142.857143
2007_2,HSY,11830121904.761906
2007_2,HUM,10541700000.0
2007_2,IBM,147676933500.0
2007_2,ICE,9858052454.545454
2007_2,IDXX,2885672000.0
2007_2,IEX,3062114285.714286
2007_2,IFF,4622001285.714286
2007_2,ILMN,1690483800.0
2007_2,INCY,615200363.6363636
2007_2,INTC,136341768095.2381
2007_2,INTU,10275007809.52381
2007_2,IP,16434981000.0
2007_2,IPG,6286555095.238095
2007_2,IPGP,971670857.1428572
2007_2,IR,12919563666.666666
2007_2,IRM,5607396954.545455
2007_2,ISRG,5390851428.571428
2007_2,IT,2739177750.0
2007_2,ITW,91722278666.66667
2007_2,IVZ,10007439909.09091
2007_2,J,7047891666.666667
2007_2,JBHT,4130674772.7272725
2007_2,JCI,31596200952.38095
2007_2,JKHY,2346098285.714286
2007_2,JNJ,181756315714.2857
2007_2,JNPR,14718083142.857143
2007_2,JPM,175989308571.42856
2007_2,K,21425612272.727272
2007_2,KEY,14510268136.363636
2007_2,KIM,11983504272.727272
2007_2,KLAC,11178051500.0
2007_2,KMB,28925076104.365715
2007_2,KMX,5360935681.818182
2007_2,KO,117700231000.0
2007_2,KR,21020285000.0
2007_2,KSU,3618023000.0
2007_2,L,27809226190.47619
2007_2,LDOS,4653437250.0
2007_2,LEG,4201452095.2380953
2007_2,LEN,6405023047.619047
2007_2,LH,9626322857.142857
2007_2,LHX,6576678954.545455
2007_2,LIN,23206766761.904762
2007_2,LKQ,1270864000.0
2007_2,LLY,62266506000.0
2007_2,LMT,41604624000.0
2007_2,LNC,19655533333.333332
2007_2,LNT,5139740000.0
2007_2,LOW,48442020000.0
2007_2,LRCX,7253994681.818182
2007_2,LUV,11969200000.0
2007_2,LVS,27482767476.190475
2007_2,LYV,1503535756.1590476
2007_2,MA,18742215636.363636
2007_2,MAA,1422922600.0
2007_2,MAR,18994991400.0
2007_2,MAS,9452226666.666666
2007_2,MCD,58054971950.0
2007_2,MCHP,8824001333.333334
2007_2,MCK,18561963636.363636
2007_2,MCO,18447417450.0
2007_2,MDLZ,58248351428.57143
2007_2,MDT,61337077363.63636
2007_2,MET,44048320000.0
2007_2,MGM,20363355363.636364
2007_2,MHK,5950171081.0
2007_2,MKC,4973260000.0
2007_2,MKTX,576554863.6363636
2007_2,MLM,6542876772.727273
2007_2,MMC,17838889090.909092
2007_2,MMM,57580848150.0
2007_2,MNST,4115491285.714286
2007_2,MO,147171552000.0
2007_2,MOS,5653292730.0
2007_2,MPWR,482284863.6363636
2007_2,MRK,106610720000.0
2007_2,MRO,21007727000.0
2007_2,MS,88960873636.36363
2007_2,MSFT,290625115714.2857
2007_2,MSI,24334098000.0
2007_2,MTB,11924725666.666666
2007_2,MTD,3821908363.6363635
2007_2,MU,9581222190.47619
2007_2,NDAQ,4736008200.0
2007_2,NEE,25743949636.363636
2007_2,NEM,18001772380.95238
2007_2,NFLX,1558548094.4681818
2007_2,NI,2668508590.909091
2007_2,NKE,27982110000.0
2007_2,NOC,24620428904.761906
2007_2,NRG,12451062857.142857
2007_2,NSC,22085466000.0
2007_2,NTAP,14096218909.09091
2007_2,NTRS,14442964000.0
2007_2,NUE,19587428000.0
2007_2,NVDA,12360578850.0
2007_2,NVR,4786538250.0
2007_2,NWL,8524826333.333333
2007_2,O,2839864200.0
2007_2,ODFL,746668050.0
2007_2,OKE,4546092600.0
2007_2,OMC,17496828250.0
2007_2,ORCL,101753142857.14285
2007_2,ORLY,3950677500.0
2007_2,OXY,46550337428.57143
2007_2,PAYX,14952379272.727272
2007_2,PBCT,6176354800.0
2007_2,PCAR,21978819000.0
2007_2,PEAK,6238422000.0
2007_2,PEG,22189659750.0
2007_2,PENN,998954318.1818181
2007_2,PEP,110200007142.85715
2007_2,PFE,183420928571.42856
2007_2,PFG,16744464450.0
2007_2,PG,215446232500.0
2007_2,PGR,17160619047.619047
2007_2,PH,11704665142.857143
2007_2,PHM,6819310850.0
2007_2,PKG,2634331500.0
2007_2,PKI,3114263590.909091
2007_2,PLD,5725952863.636364
2007_2,PNC,24478398772.727272
2007_2,PNR,2331943272.7272725
2007_2,PNW,4836076545.454545
2007_2,POOL,1954680000.0
2007_2,PPG,12434992761.904762
2007_2,PPL,16517205523.809525
2007_2,PRU,47067329047.61905
2007_2,PSA,14834457272.727272
2007_2,PTC,2367121428.571429
2007_2,PVH,3456977523.8095236
2007_2,PWR,4372453818.181818
2007_2,PXD,6106564909.090909
2007_2,QCOM,72532788571.42857
2007_2,RCL,8957612000.0
2007_2,RE,6314436000.0
2007_2,REG,5783683500.0
2007_2,REGN,1631668800.0
2007_2,RF,24521908190.47619
2007_2,RHI,5894582095.238095
2007_2,RJF,3607767800.0
2007_2,RL,10400282428.571428
2007_2,RMD,3395242666.6666665
2007_2,ROK,10704898095.238094
2007_2,ROL,1549041428.5714285
2007_2,ROP,5232736636.363636
2007_2,ROST,4663327636.363636
2007_2,RSG,5438951400.0
2007_2,RTX,41575236551.862
2007_2,SBAC,3370659428.571429
2007_2,SBUX,20833279952.38095
2007_2,SCHW,26873462857.142857
2007_2,SEE,5972294904.761905
2007_2,SHW,8821575000.0
2007_2,SIVB,1850904600.0
2007_2,SJM,3177750000.0
2007_2,SLB,103140691904.7619
2007_2,SNA,2945103000.0
2007_2,SNPS,4145578818.181818
2007_2,SO,28477824600.0
2007_2,SPG,20764819224.70476
2007_2,SPGI,24617750454.545456
2007_2,SRE,15773935714.285715
2007_2,STE,1991246952.3809524
2007_2,STT,23370385285.714287
2007_2,STX,11972377142.857143
2007_2,STZ,5588929714.285714
2007_2,SWK,5143394285.714286
2007_2,SWKS,1150512000.0
2007_2,SYK,27193791428.57143
2007_2,SYY,21094322000.0
2007_2,T,252509335000.0
2007_2,TAP,8247706285.714286
2007_2,TDG,1937569142.857143
2007_2,TDY,1644133590.909091
2007_2,TECH,2366394181.818182
2007_2,TEL,19062435000.0
2007_2,TER,3229884272.7272725
2007_2,TFC,23034590904.761906
2007_2,TFX,3201559238.095238
2007_2,TGT,50960150000.0
2007_2,TJX,13276681428.571428
2007_2,TMO,21763212350.0
2007_2,TMUS,4656780000.0
2007_2,TPR,19577948800.0
2007_2,TRMB,3373593600.0
2007_2,TROW,13859473300.0
2007_2,TRV,38223803090.90909
2007_2,TSCO,2099544454.5454545
2007_2,TSN,8050855238.095238
2007_2,TT,1399751100.0
2007_2,TTWO,1462715850.0
2007_2,TXN,53545749523.809525
2007_2,TXT,12327601250.0
2007_2,TYL,504725142.85714287
2007_2,UAA,1092537000.0
2007_2,UAL,4859685000.0
2007_2,UDR,3800758285.714286
2007_2,UHS,3150847500.0
2007_2,UNH,75198348500.0
2007_2,UNP,30230604800.0
2007_2,UPS,75711862727.27272
2007_2,URI,3810607142.857143
2007_2,USB,61097272727.27273
2007_2,VFC,9902801142.857143
2007_2,VIAC,24137930000.0
2007_2,VLO,37904910000.0
2007_2,VMC,11508174900.0
2007_2,VNO,14587559700.0
2007_2,VRSN,6547824000.0
2007_2,VRTX,3886024900.0
2007_2,VTR,5049013136.363636
2007_2,VZ,113513910454.54546
2007_2,WAB,1858469142.857143
2007_2,WAT,6199945909.090909
2007_2,WBA,46104222500.0
